epoch,avg_loss,auc,pr_auc,ap,fpr,tpr,th_targ
1,0.95757204,,,,,,
2,0.7607054,0.7367555383380636,0.18442009315762145,0.18459484014325606,0.16384855115708508,0.5000711608710091,0.536894679069519
3,0.5704711,,,,,,
4,0.4790081,0.7406471823745842,0.19089887351485577,0.1910818879112209,0.16801526658007543,0.5000593007258409,0.675320029258728
5,0.42722538,,,,,,
6,0.39042187,0.7391560940423374,0.1882344011268987,0.18841848482375048,0.17669096681839636,0.5000474405806727,0.7389324307441711
7,0.3604654,,,,,,
8,0.3351849,0.7379652311406236,0.1863085367377544,0.1864924456578011,0.17850860256575277,0.4999525594193273,0.7793976068496704
9,0.3136291,,,,,,
10,0.29447877,0.7364140028696055,0.18496710931911178,0.18517271153519085,0.18004930239452058,0.5,0.8133150339126587
11,0.27715945,,,,,,
12,0.26108816,0.7353814986753353,0.18390383384938733,0.18404866157638303,0.18314532894916472,0.49972721666113196,0.8347077965736389
13,0.24612086,,,,,,
14,0.23289175,0.734044262623741,0.18180257795201205,0.1819752995537708,0.18711799420384823,0.4999881398548318,0.8272928595542908
15,0.22029732,,,,,,
16,0.20914833,0.7332028602731151,0.1797833434376252,0.17978316464792246,0.18832520077854098,0.49991697898382276,0.828851580619812
17,0.19767918,,,,,,
18,0.18766375,0.7323071149877833,0.17761877290728345,0.17719443777744517,0.18970988037148417,0.49996441956449544,0.829931914806366
19,0.17833251,,,,,,
20,0.17010564,0.7332978448730865,0.17714410358655466,0.17648946288012324,0.1908566291047949,0.5000593007258409,0.8450250029563904
21,0.16304886,,,,,,
22,0.15626658,0.7351565739738762,0.17732630147898493,0.1762012051629862,0.18740955701954543,0.5000474405806727,0.872450590133667
23,0.15039897,,,,,,
24,0.14522083,0.7358769533172246,0.17762560166136782,0.1752841799840263,0.18589030997320352,0.49992883912899094,0.8860147595405579
25,0.1400454,,,,,,
26,0.13501707,0.7350341703662624,0.17746220597528414,0.17366528751561006,0.18823451401646793,0.5000711608710091,0.8984969854354858
27,0.13121475,,,,,,
28,0.1276489,0.734721848630371,0.17791744715048496,0.1725733442256089,0.18671331671717822,0.49997627970966363,0.9116799831390381
29,0.1246309,,,,,,
30,0.122068256,0.7341403746862305,0.1794524453977137,0.17200860338295682,0.1882559667988938,0.5,0.9072571992874146
31,0.119894445,,,,,,
32,0.11776215,0.7326341632197821,0.17957600427593717,0.17101823496463386,0.19012430912289324,0.5000474405806727,0.8878509998321533
33,0.115444906,,,,,,
34,0.1131428,0.7319169876982032,0.18058623442926153,0.17070704563529482,0.19214867168271724,0.5000948811613454,0.8324986696243286
35,0.111295894,,,,,,
36,0.10966618,0.7297402653161118,0.1807218343892249,0.169098871781173,0.1959116847455115,0.5000593007258409,0.7791394591331482
37,0.10827598,,,,,,
38,0.10711153,0.7292154800874655,0.1820555654824032,0.16901023087992836,0.1947688365180964,0.49991697898382276,0.7667192816734314
39,0.10637099,,,,,,
40,0.105780385,0.7292617536990966,0.1838722835186039,0.16932414560689107,0.1947434832297749,0.5000355804355046,0.7203102707862854
41,0.10526766,,,,,,
42,0.10478459,0.72845066756285,0.1856289161088184,0.16931797969350446,0.19486537403901286,0.49988139854831826,0.6657275557518005
43,0.104180835,,,,,,
44,0.103144534,0.7274614111691,0.18662097167015948,0.16896263588105537,0.19533245962001272,0.5000830210161772,0.6276544332504272
45,0.102605,,,,,,
46,0.10214737,0.7259586053130106,0.18704016264647322,0.16806699001200376,0.19641485000604578,0.5000118601451682,0.6179788708686829
47,0.10128236,,,,,,
48,0.10011118,0.7271462017561483,0.18919111596167368,0.16913031274852044,0.19440901484922596,0.49992883912899094,0.6136793494224548
49,0.09898589,,,,,,
50,0.09781712,0.7274595190194233,0.1930883669834214,0.1699220701434548,0.1939702079359693,0.4999525594193273,0.6930258274078369
51,0.09676233,,,,,,
52,0.095456704,0.7261735635455768,0.19879217534220106,0.17060710820416586,0.19480589132410472,0.5000355804355046,0.8461727499961853
53,0.09413705,,,,,,
54,0.09376365,0.7258116442838554,0.1961106001975681,0.1697748100660129,0.19465669697359747,0.4999525594193273,0.7343671321868896
55,0.093529664,,,,,,
56,0.09334463,0.7262961986410637,0.19703202607663395,0.16988392755560972,0.19446947269060796,0.5001423217420181,0.7236742973327637
57,0.0931709,,,,,,
58,0.09289666,0.7274953240499765,0.19754007408418026,0.17040804766532835,0.19228031375669424,0.49982209782247733,0.6909236907958984
59,0.091855004,,,,,,
60,0.09162097,0.7263165463510852,0.19749821520678384,0.16949563782242671,0.19326324124238914,0.5000118601451682,0.6700232625007629
61,0.091221206,,,,,,
62,0.090106666,0.7223432330783911,0.19492733395146222,0.16646717663448946,0.19616814300814817,0.49997627970966363,0.6349695324897766
63,0.089254625,,,,,,
64,0.08818646,0.7222217322919864,0.1962392296862004,0.16629471469548257,0.1970564832258744,0.4999881398548318,0.6902067065238953
65,0.08786419,,,,,,
66,0.08763066,0.7247698010064905,0.19664424489628923,0.16669642831324255,0.19446557218471236,0.5,0.7073514461517334
67,0.086813934,,,,,,
68,0.08655691,0.725062649727145,0.19754286578991342,0.1669162996815935,0.19484294613011308,0.49996441956449544,0.6549914479255676
69,0.08644246,,,,,,
70,0.0863311,0.7250535359330075,0.19986180589721672,0.1676432049673497,0.19444216914933868,0.5000948811613454,0.6665703654289246
71,0.08618262,,,,,,
72,0.08511255,0.7246161335830603,0.20144321493776263,0.16826720428842207,0.19448507471419044,0.4999525594193273,0.6579131484031677
73,0.08490417,,,,,,
74,0.08409799,0.7236005333697464,0.20360974752321276,0.16815927726439275,0.1969784731079621,0.4999881398548318,0.7209907174110413
75,0.083796866,,,,,,
76,0.08355135,0.7245930663993969,0.19939036520390815,0.16761446609425135,0.19725540902655075,0.5000355804355046,0.44248688220977783
77,0.08350971,,,,,,
78,0.08313944,0.7215655980500497,0.19521859607808253,0.16484187133375994,0.20116274080748273,0.4999525594193273,0.29355931282043457
79,0.08130045,,,,,,
80,0.080279805,0.7202503396532648,0.20249961378327336,0.1650249169056034,0.20154011475288344,0.49991697898382276,0.6398622393608093
81,0.080000766,,,,,,
82,0.07989957,0.7208894357586033,0.20470329218170494,0.16577594884977442,0.20108765606899215,0.49991697898382276,0.6501460075378418
83,0.0798342,,,,,,
84,0.079784185,0.721247548700942,0.20533761954054458,0.16613782253869425,0.20093456121258926,0.5000711608710091,0.6257051825523376
85,0.07974362,,,,,,
86,0.07970908,0.7213880179848491,0.20632317655461407,0.166485905826974,0.20058156542903616,0.5,0.6150224804878235
87,0.0796788,,,,,,
88,0.07965047,0.7215377450257756,0.20698452213582735,0.166739694745763,0.200066698650815,0.5,0.6113689541816711
89,0.07962423,,,,,,
90,0.0796009,0.721405362273874,0.20770605956439764,0.16693871614805783,0.20041969443436813,0.5000711608710091,0.5998233556747437
91,0.07957326,,,,,,
92,0.079546206,0.7208796918030338,0.20857125294845524,0.16691190086407154,0.20103987487177086,0.49992883912899094,0.6108646392822266
93,0.07978924,,,,,,
94,0.078370735,0.7212559479543746,0.21238297884018986,0.167670659759787,0.2009150586831112,0.49992883912899094,0.6607340574264526
95,0.07832765,,,,,,
96,0.07829631,0.7210845695806725,0.21142533853419448,0.16745481821055266,0.20092480994785022,0.5,0.6080206036567688
97,0.07827169,,,,,,
98,0.07825141,0.7212138743395446,0.2118186570386719,0.16753595468983912,0.2008936059006853,0.5,0.5889551639556885
99,0.07823441,,,,,,
100,0.07821939,0.7213357436376193,0.2126396545002101,0.1678069043461441,0.20073758566486075,0.5,0.5776415467262268
